,row,col,lat,lon,pm_late
0,0,170,32.1,-117.00454166,0.0344366197183
1,40,164,32.53607254,-117.054727052,3.0
2,40,165,32.53607254,-117.04636282,88.0
3,40,166,32.53607254,-117.037998588,66.0
4,41,163,32.5469743535,-117.063091284,19.0
5,41,164,32.5469743535,-117.054727052,45.0
6,41,165,32.5469743535,-117.04636282,115.0
7,41,166,32.5469743535,-117.037998588,35.0
8,41,177,32.5469743535,-116.945992036,42.0
9,41,178,32.5469743535,-116.937627804,38.0
10,42,160,32.557876167,-117.08818398,3.0
11,42,162,32.557876167,-117.071455516,6.0
12,42,163,32.557876167,-117.063091284,26.0
13,42,164,32.557876167,-117.054727052,20.0
14,42,165,32.557876167,-117.04636282,3.0
15,42,171,32.557876167,-116.996177428,20.0
16,42,174,32.557876167,-116.971084732,6.0
17,42,176,32.557876167,-116.954356268,3.0
18,43,159,32.5687779805,-117.096548212,76.0
19,43,160,32.5687779805,-117.08818398,62.0
20,43,161,32.5687779805,-117.079819748,3.0
21,43,162,32.5687779805,-117.071455516,98.0
22,43,163,32.5687779805,-117.063091284,22.0
23,43,164,32.5687779805,-117.054727052,23.0
24,43,166,32.5687779805,-117.037998588,19.0
25,43,170,32.5687779805,-117.00454166,3.0
26,43,172,32.5687779805,-116.987813196,20.0
27,43,176,32.5687779805,-116.954356268,3.0
28,44,156,32.579679794,-117.121640908,3.0
29,44,158,32.579679794,-117.104912444,61.0
30,44,159,32.579679794,-117.096548212,77.0
31,44,160,32.579679794,-117.08818398,74.0
32,44,162,32.579679794,-117.071455516,3.0
33,44,163,32.579679794,-117.063091284,15.0
34,44,165,32.579679794,-117.04636282,41.0
35,44,166,32.579679794,-117.037998588,6.0
36,44,169,32.579679794,-117.012905892,3.0
37,45,160,32.5905816075,-117.08818398,24.0
38,45,162,32.5905816075,-117.071455516,3.0
39,45,163,32.5905816075,-117.063091284,3.0
40,45,164,32.5905816075,-117.054727052,18.0
41,46,159,32.601483421,-117.096548212,3.0
42,46,162,32.601483421,-117.071455516,3.0
43,47,167,32.6123852345,-117.029634356,16.0
44,48,154,32.623287048,-117.138369372,3.0
45,48,158,32.623287048,-117.104912444,21.0
46,48,169,32.623287048,-117.012905892,3.0
47,48,174,32.623287048,-116.971084732,3.0
48,49,158,32.6341888615,-117.104912444,21.0
49,49,169,32.6341888615,-117.012905892,3.0
50,49,170,32.6341888615,-117.00454166,3.0
51,49,171,32.6341888615,-116.996177428,3.0
52,50,161,32.645090675,-117.079819748,6.0
53,51,157,32.6559924885,-117.113276676,21.0
54,51,169,32.6559924885,-117.012905892,3.0
55,52,157,32.666894302,-117.113276676,70.0
56,52,158,32.666894302,-117.104912444,16.0
57,52,161,32.666894302,-117.079819748,3.0
58,52,162,32.666894302,-117.071455516,25.0
59,52,165,32.666894302,-117.04636282,74.0
60,52,167,32.666894302,-117.029634356,3.0
61,52,168,32.666894302,-117.021270124,3.0
62,52,174,32.666894302,-116.971084732,3.0
63,53,156,32.6777961155,-117.121640908,36.0
64,53,165,32.6777961155,-117.04636282,9.0
65,53,166,32.6777961155,-117.037998588,3.0
66,54,152,32.688697929,-117.155097836,0.0
67,54,153,32.688697929,-117.146733604,96.2066197183
68,54,154,32.688697929,-117.138369372,81.0114788732
69,54,155,32.688697929,-117.13000514,89.0
70,54,156,32.688697929,-117.121640908,45.0
71,54,158,32.688697929,-117.104912444,60.0
72,54,159,32.688697929,-117.096548212,29.0
73,54,160,32.688697929,-117.08818398,6.0
74,54,163,32.688697929,-117.063091284,6.0
75,54,165,32.688697929,-117.04636282,3.0
76,54,167,32.688697929,-117.029634356,3.0
77,54,168,32.688697929,-117.021270124,3.0
78,55,149,32.6995997425,-117.180190532,92.0
79,55,150,32.6995997425,-117.1718263,152.114788732
80,55,151,32.6995997425,-117.163462068,575.037887324
81,55,152,32.6995997425,-117.155097836,467.114788732
82,55,153,32.6995997425,-117.146733604,133.080352113
83,55,154,32.6995997425,-117.138369372,76.0
84,55,155,32.6995997425,-117.13000514,41.0
85,55,156,32.6995997425,-117.121640908,21.0
86,55,158,32.6995997425,-117.104912444,35.0
87,55,159,32.6995997425,-117.096548212,31.0
88,55,160,32.6995997425,-117.08818398,31.0
89,55,162,32.6995997425,-117.071455516,23.0
90,55,163,32.6995997425,-117.063091284,17.0
91,55,164,32.6995997425,-117.054727052,3.0
92,55,166,32.6995997425,-117.037998588,16.0
93,55,171,32.6995997425,-116.996177428,3.0
94,56,140,32.710501556,-117.25546862,20.0
95,56,141,32.710501556,-117.247104388,20.0
96,56,142,32.710501556,-117.238740156,19.0
97,56,143,32.710501556,-117.230375924,85.0114788732
98,56,144,32.710501556,-117.222011692,20.0
99,56,149,32.710501556,-117.180190532,74.3099295775
100,56,150,32.710501556,-117.1718263,829.132394366
101,56,151,32.710501556,-117.163462068,2598.81253521
102,56,152,32.710501556,-117.155097836,354.215422535
103,56,153,32.710501556,-117.146733604,210.057394366
104,56,154,32.710501556,-117.138369372,63.0344366197
105,56,155,32.710501556,-117.13000514,42.0
106,56,156,32.710501556,-117.121640908,16.0
107,56,158,32.710501556,-117.104912444,22.0
108,56,159,32.710501556,-117.096548212,89.0
109,56,160,32.710501556,-117.08818398,42.0
110,56,161,32.710501556,-117.079819748,3.0
111,56,163,32.710501556,-117.063091284,20.0
112,56,164,32.710501556,-117.054727052,32.0
113,56,165,32.710501556,-117.04636282,17.0
114,56,167,32.710501556,-117.029634356,22.0
115,56,169,32.710501556,-117.012905892,3.0
116,56,170,32.710501556,-117.00454166,3.0
117,56,174,32.710501556,-116.971084732,3.0
118,57,140,32.7214033695,-117.25546862,20.0
119,57,141,32.7214033695,-117.247104388,38.0
120,57,142,32.7214033695,-117.238740156,125.0
121,57,143,32.7214033695,-117.230375924,174.0
122,57,144,32.7214033695,-117.222011692,48.0
123,57,145,32.7214033695,-117.21364746,42.0
124,57,146,32.7214033695,-117.205283228,34.0
125,57,147,32.7214033695,-117.196918996,132.0
126,57,149,32.7214033695,-117.180190532,3.11478873239
127,57,150,32.7214033695,-117.1718263,641.80084507
128,57,151,32.7214033695,-117.163462068,175.825140845
129,57,152,32.7214033695,-117.155097836,3.0
130,57,153,32.7214033695,-117.146733604,3.0
131,57,154,32.7214033695,-117.138369372,35.0
132,57,155,32.7214033695,-117.13000514,107.03443662
133,57,157,32.7214033695,-117.113276676,38.0
134,57,158,32.7214033695,-117.104912444,20.0
135,57,160,32.7214033695,-117.08818398,45.0
136,57,162,32.7214033695,-117.071455516,3.0
137,57,173,32.7214033695,-116.979448964,3.0
138,57,174,32.7214033695,-116.971084732,6.0
139,58,140,32.732305183,-117.25546862,22.0
140,58,142,32.732305183,-117.238740156,6.0
141,58,143,32.732305183,-117.230375924,98.0
142,58,144,32.732305183,-117.222011692,93.0
143,58,145,32.732305183,-117.21364746,151.0
144,58,146,32.732305183,-117.205283228,79.0
145,58,148,32.732305183,-117.188554764,78.4821126761
146,58,149,32.732305183,-117.180190532,99.3328873239
147,58,150,32.732305183,-117.1718263,19.045915493
148,58,151,32.732305183,-117.163462068,127.906830986
149,58,152,32.732305183,-117.155097836,56.0
150,58,154,32.732305183,-117.138369372,82.0114788732
151,58,155,32.732305183,-117.13000514,92.0229577465
152,58,158,32.732305183,-117.104912444,15.0
153,58,159,32.732305183,-117.096548212,3.0
154,58,160,32.732305183,-117.08818398,3.0
155,58,161,32.732305183,-117.079819748,35.0
156,58,163,32.732305183,-117.063091284,43.0
157,58,164,32.732305183,-117.054727052,43.0
158,58,166,32.732305183,-117.037998588,23.0
159,58,167,32.732305183,-117.029634356,16.0
160,58,173,32.732305183,-116.979448964,3.0
161,59,140,32.7432069965,-117.25546862,635.0
162,59,141,32.7432069965,-117.247104388,158.0
163,59,142,32.7432069965,-117.238740156,26.0
164,59,143,32.7432069965,-117.230375924,52.0
165,59,144,32.7432069965,-117.222011692,48.0
166,59,145,32.7432069965,-117.21364746,466.0
167,59,146,32.7432069965,-117.205283228,242.0
168,59,147,32.7432069965,-117.196918996,289.0
169,59,148,32.7432069965,-117.188554764,91.4132394366
170,59,149,32.7432069965,-117.180190532,9.0573943662
171,59,150,32.7432069965,-117.1718263,203.252535211
172,59,151,32.7432069965,-117.163462068,715.923098592
173,59,152,32.7432069965,-117.155097836,328.354507042
174,59,153,32.7432069965,-117.146733604,103.022957746
175,59,154,32.7432069965,-117.138369372,264.0
176,59,155,32.7432069965,-117.13000514,390.0
177,59,156,32.7432069965,-117.121640908,60.0
178,59,157,32.7432069965,-117.113276676,120.0
179,59,158,32.7432069965,-117.104912444,99.0
180,59,159,32.7432069965,-117.096548212,137.0
181,59,160,32.7432069965,-117.08818398,3.0
182,59,161,32.7432069965,-117.079819748,73.0
183,59,162,32.7432069965,-117.071455516,77.0
184,59,163,32.7432069965,-117.063091284,39.0
185,59,171,32.7432069965,-116.996177428,3.0
186,59,175,32.7432069965,-116.9627205,20.0
187,59,180,32.7432069965,-116.92089934,3.0
188,60,142,32.75410881,-117.238740156,3.0
189,60,143,32.75410881,-117.230375924,38.0
190,60,144,32.75410881,-117.222011692,137.0
191,60,145,32.75410881,-117.21364746,71.0
192,60,146,32.75410881,-117.205283228,176.0
193,60,147,32.75410881,-117.196918996,28.0
194,60,148,32.75410881,-117.188554764,16.0
195,60,149,32.75410881,-117.180190532,20.0
196,60,150,32.75410881,-117.1718263,16.0
197,60,151,32.75410881,-117.163462068,42.0
198,60,152,32.75410881,-117.155097836,40.0114788732
199,60,153,32.75410881,-117.146733604,378.585422535
200,60,154,32.75410881,-117.138369372,274.470633803
201,60,155,32.75410881,-117.13000514,181.332887324
202,60,156,32.75410881,-117.121640908,263.0
203,60,157,32.75410881,-117.113276676,156.0
204,60,158,32.75410881,-117.104912444,88.1721830986
205,60,159,32.75410881,-117.096548212,207.241056338
206,60,160,32.75410881,-117.08818398,80.045915493
207,60,161,32.75410881,-117.079819748,83.0
208,60,162,32.75410881,-117.071455516,231.0
209,60,163,32.75410881,-117.063091284,57.0
210,60,164,32.75410881,-117.054727052,3.0
211,60,168,32.75410881,-117.021270124,17.0
212,61,140,32.7650106235,-117.25546862,170.011478873
213,61,146,32.7650106235,-117.205283228,123.0
214,61,147,32.7650106235,-117.196918996,29.0
215,61,148,32.7650106235,-117.188554764,3.0
216,61,149,32.7650106235,-117.180190532,19.0
217,61,150,32.7650106235,-117.1718263,199.0
218,61,151,32.7650106235,-117.163462068,441.0
219,61,152,32.7650106235,-117.155097836,253.0
220,61,153,32.7650106235,-117.146733604,194.0
221,61,154,32.7650106235,-117.138369372,66.0
222,61,158,32.7650106235,-117.104912444,3.0
223,61,159,32.7650106235,-117.096548212,3.0
224,61,161,32.7650106235,-117.079819748,6.02295774648
225,61,162,32.7650106235,-117.071455516,153.080352113
226,61,163,32.7650106235,-117.063091284,113.0
227,61,164,32.7650106235,-117.054727052,136.0
228,61,165,32.7650106235,-117.04636282,39.0
229,61,166,32.7650106235,-117.037998588,3.0
230,61,168,32.7650106235,-117.021270124,18.0
231,62,140,32.775912437,-117.25546862,131.0
232,62,142,32.775912437,-117.238740156,3.0
233,62,145,32.775912437,-117.21364746,78.0
234,62,146,32.775912437,-117.205283228,22.0
235,62,149,32.775912437,-117.180190532,3.0
236,62,150,32.775912437,-117.1718263,70.0
237,62,151,32.775912437,-117.163462068,3.0
238,62,152,32.775912437,-117.155097836,40.0
239,62,153,32.775912437,-117.146733604,6.0
240,62,154,32.775912437,-117.138369372,6.0
241,62,155,32.775912437,-117.13000514,97.0
242,62,156,32.775912437,-117.121640908,100.0
243,62,157,32.775912437,-117.113276676,75.0
244,62,158,32.775912437,-117.104912444,227.0
245,62,163,32.775912437,-117.063091284,40.0
246,62,168,32.775912437,-117.021270124,16.0
247,62,169,32.775912437,-117.012905892,136.0
248,63,139,32.7868142505,-117.263832852,111.0
249,63,140,32.7868142505,-117.25546862,573.0
250,63,141,32.7868142505,-117.247104388,3.0
251,63,142,32.7868142505,-117.238740156,61.0
252,63,145,32.7868142505,-117.21364746,19.0
253,63,147,32.7868142505,-117.196918996,77.0
254,63,149,32.7868142505,-117.180190532,3.0
255,63,150,32.7868142505,-117.1718263,23.0
256,63,151,32.7868142505,-117.163462068,6.0
257,63,152,32.7868142505,-117.155097836,3.0
258,63,155,32.7868142505,-117.13000514,3.0
259,63,158,32.7868142505,-117.104912444,398.0
260,63,160,32.7868142505,-117.08818398,35.0
261,63,163,32.7868142505,-117.063091284,3.0
262,63,168,32.7868142505,-117.021270124,3.0
263,63,170,32.7868142505,-117.00454166,128.0
264,63,172,32.7868142505,-116.987813196,170.0
265,64,139,32.797716064,-117.263832852,125.0
266,64,140,32.797716064,-117.25546862,272.0
267,64,141,32.797716064,-117.247104388,306.0
268,64,142,32.797716064,-117.238740156,219.0
269,64,143,32.797716064,-117.230375924,20.0
270,64,144,32.797716064,-117.222011692,121.0
271,64,145,32.797716064,-117.21364746,3.0
272,64,148,32.797716064,-117.188554764,16.0
273,64,151,32.797716064,-117.163462068,89.0
274,64,152,32.797716064,-117.155097836,6.0
275,64,153,32.797716064,-117.146733604,122.0
276,64,156,32.797716064,-117.121640908,39.0
277,64,161,32.797716064,-117.079819748,23.0
278,64,165,32.797716064,-117.04636282,44.0
279,64,168,32.797716064,-117.021270124,46.0
280,64,169,32.797716064,-117.012905892,68.0
281,64,172,32.797716064,-116.987813196,17.0
282,64,175,32.797716064,-116.9627205,20.0
283,64,178,32.797716064,-116.937627804,3.0
284,65,138,32.8086178775,-117.272197084,90.0
285,65,139,32.8086178775,-117.263832852,26.0
286,65,144,32.8086178775,-117.222011692,72.0
287,65,146,32.8086178775,-117.205283228,19.0
288,65,148,32.8086178775,-117.188554764,41.0
289,65,149,32.8086178775,-117.180190532,54.0
290,65,151,32.8086178775,-117.163462068,122.0
291,65,152,32.8086178775,-117.155097836,367.0
292,65,153,32.8086178775,-117.146733604,25.0
293,65,155,32.8086178775,-117.13000514,3.0
294,65,156,32.8086178775,-117.121640908,169.0
295,65,158,32.8086178775,-117.104912444,3.0
296,65,162,32.8086178775,-117.071455516,3.0
297,65,168,32.8086178775,-117.021270124,3.0
298,66,137,32.819519691,-117.280561316,39.0
299,66,143,32.819519691,-117.230375924,6.0
300,66,144,32.819519691,-117.222011692,6.0
301,66,145,32.819519691,-117.21364746,52.0
302,66,146,32.819519691,-117.205283228,87.0
303,66,148,32.819519691,-117.188554764,127.0
304,66,149,32.819519691,-117.180190532,215.0
305,66,150,32.819519691,-117.1718263,3.0
306,66,151,32.819519691,-117.163462068,513.0
307,66,152,32.819519691,-117.155097836,480.0
308,66,153,32.819519691,-117.146733604,58.0
309,66,154,32.819519691,-117.138369372,45.0
310,66,155,32.819519691,-117.13000514,53.0
311,66,156,32.819519691,-117.121640908,16.0
312,66,158,32.819519691,-117.104912444,199.0
313,66,172,32.819519691,-116.987813196,9.0
314,66,179,32.819519691,-116.929263572,6.0
315,67,137,32.8304215045,-117.280561316,230.0
316,67,138,32.8304215045,-117.272197084,26.0
317,67,144,32.8304215045,-117.222011692,3.0
318,67,145,32.8304215045,-117.21364746,16.0
319,67,146,32.8304215045,-117.205283228,94.0
320,67,147,32.8304215045,-117.196918996,56.0
321,67,148,32.8304215045,-117.188554764,39.0
322,67,149,32.8304215045,-117.180190532,135.0
323,67,150,32.8304215045,-117.1718263,60.0
324,67,151,32.8304215045,-117.163462068,193.0
325,67,152,32.8304215045,-117.155097836,259.0
326,67,153,32.8304215045,-117.146733604,67.0
327,67,154,32.8304215045,-117.138369372,182.0
328,67,155,32.8304215045,-117.13000514,195.0
329,67,156,32.8304215045,-117.121640908,29.0
330,67,158,32.8304215045,-117.104912444,64.0
331,67,172,32.8304215045,-116.987813196,36.0
332,67,199,32.8304215045,-116.761978932,16.0
333,68,137,32.841323318,-117.280561316,554.0
334,68,138,32.841323318,-117.272197084,183.0
335,68,140,32.841323318,-117.25546862,3.0
336,68,144,32.841323318,-117.222011692,19.0
337,68,150,32.841323318,-117.1718263,6.0
338,68,178,32.841323318,-116.937627804,20.0
339,69,139,32.8522251315,-117.263832852,142.0
340,69,140,32.8522251315,-117.25546862,42.0
341,69,143,32.8522251315,-117.230375924,57.0
342,69,144,32.8522251315,-117.222011692,40.0
343,69,146,32.8522251315,-117.205283228,72.0
344,69,148,32.8522251315,-117.188554764,16.0
345,69,170,32.8522251315,-117.00454166,3.0
346,69,178,32.8522251315,-116.937627804,3.0
347,69,188,32.8522251315,-116.853985484,3.0
348,70,142,32.863126945,-117.238740156,230.0
349,70,143,32.863126945,-117.230375924,58.0
350,70,144,32.863126945,-117.222011692,228.0
351,70,145,32.863126945,-117.21364746,327.0
352,70,146,32.863126945,-117.205283228,3.0
353,70,173,32.863126945,-116.979448964,3.0
354,71,141,32.8740287585,-117.247104388,20.0
355,71,142,32.8740287585,-117.238740156,118.0
356,71,143,32.8740287585,-117.230375924,6.0
357,71,144,32.8740287585,-117.222011692,3.0
358,71,145,32.8740287585,-117.21364746,86.0
359,71,146,32.8740287585,-117.205283228,3.0
360,71,148,32.8740287585,-117.188554764,3.0
361,71,150,32.8740287585,-117.1718263,195.0
362,71,151,32.8740287585,-117.163462068,76.0
363,71,152,32.8740287585,-117.155097836,16.0
364,72,141,32.884930572,-117.247104388,54.0
365,72,142,32.884930572,-117.238740156,19.0
366,72,143,32.884930572,-117.230375924,20.0
367,72,144,32.884930572,-117.222011692,3.0
368,72,146,32.884930572,-117.205283228,177.0
369,72,147,32.884930572,-117.196918996,19.0
370,72,148,32.884930572,-117.188554764,3.0
371,72,149,32.884930572,-117.180190532,3.0
372,72,150,32.884930572,-117.1718263,23.0
373,72,151,32.884930572,-117.163462068,26.0
374,72,152,32.884930572,-117.155097836,25.0
375,72,153,32.884930572,-117.146733604,3.0
376,72,154,32.884930572,-117.138369372,32.0
377,72,155,32.884930572,-117.13000514,154.0
378,72,156,32.884930572,-117.121640908,38.0
379,73,141,32.8958323855,-117.247104388,32.0
380,73,143,32.8958323855,-117.230375924,38.0
381,73,144,32.8958323855,-117.222011692,3.0
382,73,145,32.8958323855,-117.21364746,20.0
383,73,146,32.8958323855,-117.205283228,29.0
384,73,147,32.8958323855,-117.196918996,103.0
385,73,148,32.8958323855,-117.188554764,3.0
386,73,149,32.8958323855,-117.180190532,145.0
387,73,150,32.8958323855,-117.1718263,16.0
388,73,154,32.8958323855,-117.138369372,26.0
389,73,155,32.8958323855,-117.13000514,19.0
390,73,156,32.8958323855,-117.121640908,71.0
391,73,157,32.8958323855,-117.113276676,3.0
392,73,158,32.8958323855,-117.104912444,38.0
393,74,141,32.906734199,-117.247104388,3.0
394,74,142,32.906734199,-117.238740156,26.0
395,74,143,32.906734199,-117.230375924,3.0
396,74,147,32.906734199,-117.196918996,3.0
397,74,148,32.906734199,-117.188554764,16.0
398,74,149,32.906734199,-117.180190532,23.0
399,74,150,32.906734199,-117.1718263,20.0
400,74,152,32.906734199,-117.155097836,122.0
401,74,153,32.906734199,-117.146733604,268.0
402,74,154,32.906734199,-117.138369372,87.0
403,74,155,32.906734199,-117.13000514,102.0
404,74,156,32.906734199,-117.121640908,201.0
405,74,157,32.906734199,-117.113276676,73.0
406,74,161,32.906734199,-117.079819748,23.0
407,75,141,32.9176360125,-117.247104388,16.0
408,75,142,32.9176360125,-117.238740156,20.0
409,75,144,32.9176360125,-117.222011692,78.0
410,75,150,32.9176360125,-117.1718263,3.0
411,75,153,32.9176360125,-117.146733604,28.0
412,75,154,32.9176360125,-117.138369372,3.0
413,75,155,32.9176360125,-117.13000514,151.0
414,75,156,32.9176360125,-117.121640908,51.0
415,76,140,32.928537826,-117.25546862,80.0
416,76,141,32.928537826,-117.247104388,16.0
417,76,142,32.928537826,-117.238740156,83.0
418,76,143,32.928537826,-117.230375924,20.0
419,76,153,32.928537826,-117.146733604,3.0
420,76,157,32.928537826,-117.113276676,19.0
421,76,158,32.928537826,-117.104912444,215.0
422,76,166,32.928537826,-117.037998588,3.0
423,77,140,32.9394396395,-117.25546862,16.0
424,77,141,32.9394396395,-117.247104388,71.0
425,77,143,32.9394396395,-117.230375924,3.0
426,77,144,32.9394396395,-117.222011692,20.0
427,77,146,32.9394396395,-117.205283228,16.0
428,77,157,32.9394396395,-117.113276676,3.0
429,77,158,32.9394396395,-117.104912444,19.0
430,77,159,32.9394396395,-117.096548212,3.0
431,77,160,32.9394396395,-117.08818398,42.0
432,78,141,32.950341453,-117.247104388,19.0
433,78,142,32.950341453,-117.238740156,235.0
434,78,143,32.950341453,-117.230375924,25.0
435,78,146,32.950341453,-117.205283228,3.0
436,78,151,32.950341453,-117.163462068,20.0
437,78,155,32.950341453,-117.13000514,166.0
438,78,156,32.950341453,-117.121640908,87.0
439,78,157,32.950341453,-117.113276676,61.0
440,78,162,32.950341453,-117.071455516,3.0
441,78,163,32.950341453,-117.063091284,3.0
442,79,147,32.9612432665,-117.196918996,67.0
443,79,151,32.9612432665,-117.163462068,16.0
444,79,152,32.9612432665,-117.155097836,31.0
445,79,156,32.9612432665,-117.121640908,23.0
446,79,159,32.9612432665,-117.096548212,39.0
447,80,139,32.97214508,-117.263832852,16.0
448,80,140,32.97214508,-117.25546862,94.0
449,80,160,32.97214508,-117.08818398,215.0
450,80,161,32.97214508,-117.079819748,182.0
451,80,162,32.97214508,-117.071455516,3.0
452,80,166,32.97214508,-117.037998588,3.0
453,81,138,32.9830468935,-117.272197084,20.0
454,81,143,32.9830468935,-117.230375924,16.0
455,81,147,32.9830468935,-117.196918996,16.0
456,81,151,32.9830468935,-117.163462068,3.0
457,81,159,32.9830468935,-117.096548212,3.0
458,81,161,32.9830468935,-117.079819748,63.0
459,81,162,32.9830468935,-117.071455516,16.0
460,82,159,32.993948707,-117.096548212,58.0
461,82,163,32.993948707,-117.063091284,43.0
462,82,170,32.993948707,-117.00454166,0.0
463,83,157,33.0048505205,-117.113276676,36.0
464,83,159,33.0048505205,-117.096548212,23.0
465,83,161,33.0048505205,-117.079819748,114.0
466,83,180,33.0048505205,-116.92089934,20.0
467,84,155,33.015752334,-117.13000514,56.0
468,84,156,33.015752334,-117.121640908,22.0
469,84,157,33.015752334,-117.113276676,22.0
470,84,158,33.015752334,-117.104912444,20.0
471,84,159,33.015752334,-117.096548212,3.0
472,84,160,33.015752334,-117.08818398,35.0
473,84,161,33.015752334,-117.079819748,488.0
474,84,163,33.015752334,-117.063091284,39.0
475,84,183,33.015752334,-116.895806644,16.0
476,85,152,33.0266541475,-117.155097836,3.0
477,85,157,33.0266541475,-117.113276676,20.0
478,85,160,33.0266541475,-117.08818398,3.0
479,85,161,33.0266541475,-117.079819748,16.0
480,87,140,33.0484577745,-117.25546862,3.0
481,88,138,33.059359588,-117.272197084,3.0
482,88,192,33.059359588,-116.820528556,3.0
483,89,134,33.0702614015,-117.305654012,3.0
484,92,140,33.102966842,-117.25546862,3.0
485,93,157,33.1138686555,-117.113276676,3.0
486,94,150,33.124770469,-117.1718263,16.0
487,95,146,33.1356722825,-117.205283228,3.0
488,95,160,33.1356722825,-117.08818398,3.0
489,99,133,33.1792795365,-117.314018244,3.0
490,100,143,33.19018135,-117.230375924,3.0
491,118,140,33.386413993,-117.25546862,3.0
492,118,142,33.386413993,-117.238740156,3.0
493,127,157,33.4845303145,-117.113276676,3.0
494,145,149,33.6807629575,-117.180190532,3.0
495,151,34,33.7461738385,-118.142077212,20.0
496,156,52,33.800682906,-117.991521036,20.0
497,160,60,33.84429016,-117.92460718,6.0
498,174,129,33.996915549,-117.347475172,16.0
499,178,94,34.040522803,-117.640223292,3.0
500,200,0,,,3.0
